Customer_ID,Region,Lifetime_Value,Churn_Probability,Retention_Strategy
CUST_9SBTC8,Asia,775.75,0.86,Discount
CUST_KEQJ9Q,South America,6633.75,0.79,Loyalty Program
CUST_8YY0HB,Asia,3817.05,0.76,Discount
CUST_CDS39L,South America,4575.3,0.73,Discount
CUST_9DP74R,South America,7697.03,0.78,Discount
CUST_21Q1H6,North America,5298.73,0.8,Loyalty Program
CUST_PAJRNB,South America,7867.21,0.92,Email Campaign
CUST_SZN6UJ,Europe,5734.85,0.95,Email Campaign
CUST_GF1VR5,Europe,2544.42,0.76,Discount
CUST_G6GIYF,North America,4478.15,0.72,Email Campaign
CUST_O1TAKW,South America,9149.21,0.91,Loyalty Program
CUST_451JAI,Asia,3761.05,0.87,Discount
CUST_5O7VED,North America,8701.87,0.91,Loyalty Program
CUST_2L8XBO,North America,907.73,0.76,Loyalty Program
CUST_S2Z0OC,Asia,1807.43,0.76,Email Campaign
CUST_R4U7LM,South America,3275.49,0.83,Loyalty Program
CUST_G5GVU5,South America,5363.46,0.96,Loyalty Program
CUST_2JKSZN,Europe,8893.01,0.82,Loyalty Program
CUST_AKUQB7,Asia,4299.17,0.8,Discount
CUST_XHOH17,Asia,6970.17,1,Email Campaign
CUST_BODZVK,Europe,3871.2,0.72,Discount
CUST_UK8GTE,Europe,4393.1,0.96,Discount
CUST_JMU63X,North America,4928.56,0.87,Email Campaign
CUST_OUT6PS,Europe,3053,0.71,Loyalty Program
CUST_SAXTCF,Asia,4589.89,0.98,Email Campaign
CUST_RXZ6I3,Asia,6368.69,0.83,Email Campaign
CUST_391IYR,North America,9773.64,0.88,Loyalty Program
CUST_JAAYMA,Asia,2037.38,0.91,Loyalty Program
CUST_ZTCLGP,Europe,2369.61,0.84,Email Campaign
CUST_RCRU6T,Europe,4074.23,0.71,Discount
CUST_9BTT4H,South America,8617.82,0.99,Loyalty Program
CUST_JM9JNA,North America,6703.16,0.86,Loyalty Program
CUST_7U1XC8,Europe,8261.3,0.91,Email Campaign
CUST_C8A1T7,South America,4342.43,0.75,Email Campaign
CUST_P6L63W,Asia,4424.5,0.78,Email Campaign
CUST_S3I7JQ,Europe,3938.6,0.77,Email Campaign
CUST_GPFYSZ,Asia,7099.52,0.79,Email Campaign
CUST_ARA10F,Europe,1480.7,0.79,Email Campaign
CUST_OV0WVK,Europe,3912.82,1,Loyalty Program
CUST_L1Z992,Europe,8793.8,0.93,Loyalty Program
CUST_P5PXYW,Europe,8750.01,0.75,Loyalty Program
CUST_I1N1WD,Asia,6090.68,1,Email Campaign
CUST_4KJ0FB,North America,9086.33,0.84,Email Campaign
CUST_RJQ5TC,Europe,4635.04,0.92,Discount
CUST_SNAR2B,Asia,3870.74,0.8,Loyalty Program
CUST_BY1X8M,North America,9764.67,0.78,Discount
CUST_YPQF1U,North America,1398.73,0.94,Email Campaign
CUST_28RSLH,Asia,1811.15,0.77,Discount
CUST_UBOH1A,North America,4347.53,0.98,Loyalty Program
CUST_3R7T39,Europe,5496.83,0.94,Loyalty Program
CUST_5LQDQ1,North America,5788.7,0.89,Discount
CUST_T0M179,South America,9909.88,0.88,Discount
CUST_RH5703,Asia,7154.23,0.88,Loyalty Program
CUST_26SMRT,Europe,5546.64,0.96,Discount
CUST_38VDGZ,South America,8058.44,0.99,Discount
CUST_V52YC3,South America,5418.7,0.96,Discount
CUST_T8UJTK,South America,5986.85,0.85,Discount
CUST_PD7OXH,Europe,1192.63,0.73,Loyalty Program
CUST_V0YGHF,Asia,580.21,0.97,Discount
CUST_TG43JP,Europe,288.13,0.88,Discount
CUST_LDOBVW,Asia,9101.05,0.94,Email Campaign
CUST_QHJLMI,North America,6426.91,0.76,Loyalty Program
CUST_S7N7OX,Europe,4280.07,0.97,Discount
CUST_HIHZMN,South America,7403.76,0.96,Email Campaign
CUST_6N5XZC,South America,3795.75,1,Discount
CUST_KCJ6HE,North America,6302.53,0.95,Loyalty Program
CUST_05AKFM,North America,1287.03,0.98,Email Campaign
CUST_07BUY9,Asia,1579.61,0.82,Email Campaign
CUST_Z3D5BS,Europe,4886.25,0.71,Email Campaign
CUST_IUHTK7,Asia,1000.95,0.99,Loyalty Program
CUST_D6HA7K,Asia,9398.48,0.78,Email Campaign
CUST_KB69A4,South America,3608.82,0.79,Discount
CUST_XA2P2I,Europe,6220.49,0.93,Loyalty Program
CUST_8BJSGL,Asia,9243.64,0.93,Loyalty Program
CUST_EHZXKP,Asia,1079.69,0.84,Discount
CUST_G54LKI,Asia,8846.26,0.95,Discount
CUST_96ELVT,North America,6560.01,0.73,Discount
CUST_FSL8UV,South America,1792.46,0.73,Email Campaign
CUST_RRT5YD,Europe,3821.47,0.73,Email Campaign
CUST_KX99NM,Europe,9661.67,0.9,Loyalty Program
CUST_C0YU8J,North America,7546.49,0.97,Email Campaign
CUST_JV991N,North America,7853.62,0.76,Discount
CUST_FOHEDU,North America,8465.78,0.91,Email Campaign
CUST_X22W5D,Europe,2325.82,0.95,Loyalty Program
CUST_FO4201,Asia,8005.19,0.84,Email Campaign
CUST_0GJ0NW,Asia,5982.34,0.8,Loyalty Program
CUST_L8DBGA,Europe,5626.78,0.91,Discount
CUST_FXEF42,Europe,3236.87,0.96,Email Campaign
CUST_NOW3KI,Europe,4877.26,0.87,Discount
CUST_B8VNFR,North America,984.32,0.83,Loyalty Program
CUST_RZ8OAR,Asia,201.34,0.85,Loyalty Program
CUST_DXXIBD,South America,9696.48,0.73,Email Campaign
CUST_JFVXKV,Europe,5646.42,0.88,Email Campaign
CUST_Q9UHG9,North America,5013.01,0.88,Discount
CUST_2JQ7CT,South America,4693.83,0.87,Discount
CUST_26GVOX,Asia,138.63,0.95,Loyalty Program
CUST_0RLMR4,Asia,1606.15,0.85,Email Campaign
CUST_FO0A93,North America,3434.73,0.76,Loyalty Program
CUST_DSHFWN,Europe,509.06,0.91,Email Campaign
CUST_I7IS9M,Asia,6916.6,0.89,Discount
CUST_9J3KWI,Asia,3058.12,1,Loyalty Program
CUST_D2R7XL,Europe,4009.42,0.89,Loyalty Program
CUST_KOWW13,South America,5706.6,0.75,Loyalty Program
CUST_NZ10VI,Asia,5277.23,0.87,Loyalty Program
CUST_UQW276,North America,4919.64,0.8,Discount
CUST_7POKTJ,South America,6282.82,0.82,Email Campaign
CUST_627OED,South America,6747.08,0.86,Email Campaign
CUST_F6T99Y,North America,5149.59,0.88,Loyalty Program
CUST_ZH14Y6,North America,5366.37,0.94,Discount
CUST_23FJ2E,South America,2909.46,0.83,Discount
CUST_EO5UB8,Europe,6664.2,0.81,Discount
CUST_RN5RTY,Europe,523.05,0.72,Loyalty Program
CUST_VB86UJ,North America,3244.76,0.82,Loyalty Program
CUST_JBYDM9,South America,7475.5,0.91,Discount
CUST_VKQH9K,Asia,9154.88,0.85,Loyalty Program
CUST_GA7Q8C,Asia,2363.31,0.79,Discount
CUST_IW8147,South America,8762.49,0.88,Loyalty Program
CUST_60UJGD,North America,9999.76,0.97,Discount
CUST_JMY5J0,South America,4006.45,0.73,Email Campaign
CUST_W0QGRZ,North America,6864.19,0.9,Loyalty Program
CUST_BF2MRM,Europe,1264.58,0.8,Discount
CUST_1FLK11,South America,7369.82,0.95,Email Campaign
CUST_0H9VQ8,South America,5253.87,0.74,Email Campaign
CUST_6WY725,South America,7682.15,0.8,Discount
CUST_P1VOQI,North America,1118.93,0.75,Loyalty Program
CUST_PTJXTK,South America,2595.5,0.81,Discount
CUST_S22FBT,South America,4675.62,0.81,Loyalty Program
CUST_PKL29Q,Europe,3691.2,0.89,Discount
CUST_5E0PK4,Asia,735.23,0.73,Loyalty Program
CUST_AZCP6D,North America,5953.76,0.95,Loyalty Program
CUST_MP120M,Asia,5340.97,0.71,Loyalty Program
CUST_F397R6,South America,3742.06,0.78,Email Campaign
CUST_WFMOOD,Asia,6378.56,0.86,Email Campaign
CUST_6O910J,South America,6440.63,0.77,Email Campaign
CUST_KI8BMP,Europe,8171.56,0.79,Email Campaign
CUST_V6MQXA,South America,1554.43,0.83,Discount
CUST_HT267O,Asia,7181.61,0.95,Discount
CUST_HU7TN8,South America,9610,0.93,Email Campaign
CUST_4KRL8M,North America,7871.43,0.76,Discount
CUST_GKAS68,South America,514.36,0.8,Discount
CUST_E0EYZC,Asia,6313.51,0.77,Discount
CUST_MYHWL6,North America,3954.71,0.8,Email Campaign
CUST_09BYOZ,North America,3797.64,0.95,Discount
CUST_MGAKZY,Asia,2659.97,0.87,Loyalty Program
CUST_NGDSBF,North America,1857.52,0.84,Loyalty Program
CUST_P87X0E,Europe,931.09,0.85,Email Campaign
CUST_7I4JXK,North America,8241.23,0.9,Discount
CUST_X02AHX,Europe,9330.17,0.99,Email Campaign
CUST_16LWMN,Asia,5318.53,0.83,Discount
CUST_CAWRS4,Asia,5760.81,0.71,Email Campaign
CUST_3L1YHV,South America,4462.84,0.79,Loyalty Program
CUST_RIJSUI,North America,7045.87,0.93,Email Campaign
CUST_D1OXOH,South America,980.54,0.91,Discount
CUST_U70B0X,North America,9739.66,0.76,Loyalty Program
CUST_71X66G,Europe,9717.03,0.97,Email Campaign
CUST_PAUI8G,North America,1966.61,1,Discount
CUST_YH3SCF,South America,2007.15,0.86,Email Campaign
CUST_AUB2OI,Europe,1429.85,0.86,Loyalty Program
CUST_DGITS5,Asia,1637.97,0.94,Discount
CUST_RYJSWJ,South America,5252.57,0.84,Discount
CUST_RZGSCN,Asia,9297.59,0.95,Email Campaign
CUST_PCJXQD,North America,4549.08,0.85,Email Campaign
CUST_4IKA4E,Asia,4627,0.89,Discount
CUST_CPSXXS,South America,5932.17,0.93,Email Campaign
CUST_BNY789,Asia,5329.51,0.8,Discount
CUST_5CNRZ3,North America,1901.43,0.84,Loyalty Program
CUST_9MLPVN,North America,2148.52,0.79,Discount
CUST_0K6ZH1,Europe,8889.61,0.79,Loyalty Program
CUST_W43MTM,Europe,3891.21,0.9,Loyalty Program
CUST_7CKOLS,Europe,5393.12,0.8,Discount
CUST_S467ZA,North America,1923.54,0.91,Loyalty Program
CUST_616MQ4,North America,9353.31,0.89,Email Campaign
CUST_BEH31N,North America,8064.3,0.71,Email Campaign
CUST_SU5CMB,North America,5586.18,0.91,Loyalty Program
CUST_VTLNG1,North America,9024.16,0.84,Email Campaign
CUST_5HYXQW,Europe,3696.13,0.84,Discount
CUST_8HO87T,South America,7484.1,0.95,Loyalty Program
CUST_QWZ9YD,Asia,2575.36,0.84,Email Campaign
CUST_CB1BYG,Asia,6022.08,0.87,Email Campaign
CUST_RO96I2,South America,5070.09,0.84,Loyalty Program
CUST_Y7891E,Europe,2096.27,0.71,Email Campaign
CUST_1AP3IM,South America,178.79,0.8,Email Campaign
CUST_XJZ0YA,Europe,1665.45,0.74,Discount
CUST_10XX1F,Europe,3584.13,0.73,Discount
CUST_1GHDAR,Asia,9803.78,0.98,Discount
CUST_NBLAE0,Asia,7703.81,0.87,Email Campaign
CUST_99WPRM,South America,5527.27,0.9,Loyalty Program
CUST_LHNL3T,Europe,5626.88,0.81,Discount
CUST_L4YQVP,Europe,7499.77,0.84,Email Campaign
CUST_RDOCAX,South America,7663.16,0.9,Email Campaign
CUST_KR3H5G,South America,5049.11,0.89,Discount
CUST_952NKM,North America,9360.02,0.78,Email Campaign
CUST_JAYMYU,North America,2470.44,0.99,Discount
CUST_1X0LHW,North America,4729.16,0.76,Discount
CUST_OFHZXG,Asia,9747.63,0.88,Email Campaign
CUST_OS09Q0,South America,5974.78,1,Discount
CUST_UICOL9,Europe,1608.35,0.8,Email Campaign
CUST_BINIOU,North America,2510.08,0.74,Discount
CUST_DGRJVS,North America,8327.55,1,Loyalty Program
CUST_YCC5TB,South America,578.15,0.89,Email Campaign
CUST_WMVBIQ,Europe,4550.55,0.83,Discount
CUST_2ZHPHI,South America,8614.55,0.8,Loyalty Program
CUST_0ZBWCJ,South America,8775.27,0.84,Discount
CUST_A96TEA,Asia,1198.61,0.99,Discount
CUST_2KJ3HF,Asia,9045.61,0.98,Email Campaign
CUST_WMEM6M,Europe,777.07,0.84,Email Campaign
CUST_JA1X8U,Asia,9933.03,0.88,Email Campaign
CUST_LHDRGM,North America,7396.62,0.93,Loyalty Program
CUST_ZEH205,Asia,3810.85,0.99,Discount
CUST_EF86NY,Europe,9120.75,0.99,Discount
CUST_PC83U2,Europe,9454.07,0.76,Discount
CUST_925CBK,Asia,5526.26,0.85,Email Campaign
CUST_GFBG41,South America,509,0.91,Email Campaign
CUST_UGRM0Q,North America,9298.36,0.94,Loyalty Program
CUST_JNQZUB,South America,1827.66,0.96,Email Campaign
CUST_8RJ3AC,South America,2419.27,0.74,Discount
CUST_V3YFA4,Asia,9865.56,0.94,Email Campaign
CUST_UTJKR8,Europe,9468.55,0.87,Discount
CUST_P29T0S,Asia,2002.77,0.84,Discount
CUST_DHXVZ9,Asia,6948.9,0.9,Loyalty Program
CUST_LDZ8EF,Asia,4811.63,0.75,Discount
CUST_X9L9C7,Asia,4419.31,0.83,Discount
CUST_FX9MWM,Asia,7762.34,0.92,Loyalty Program
CUST_27UKXP,Asia,2543.98,0.87,Loyalty Program
CUST_LI6T8W,Asia,6997.28,0.97,Email Campaign
CUST_RC2FOD,South America,2516.13,0.71,Discount
CUST_F8CUTI,North America,1672.11,0.89,Email Campaign
CUST_66IKR2,Europe,2611.3,0.98,Email Campaign
CUST_L3I2RE,North America,4621.16,0.91,Email Campaign
CUST_EN7GZL,Europe,9295.2,0.75,Discount
CUST_2KXRK1,Europe,8861.16,0.85,Email Campaign
CUST_E0BTC9,Europe,799.63,0.98,Discount
CUST_SV1H74,Europe,582.86,0.93,Discount
CUST_HVEERY,South America,9026.55,0.99,Loyalty Program
CUST_IZ126H,Asia,9297.5,0.91,Discount
CUST_Y4PKGY,Asia,8196.97,0.95,Email Campaign
CUST_1FVN3P,South America,2744.19,0.91,Email Campaign
CUST_K8OGYX,Europe,2687.64,0.82,Loyalty Program
CUST_4EXFFQ,Asia,886.9,0.87,Loyalty Program
CUST_FWFIXU,Asia,8917.36,0.91,Discount
CUST_PXYEY9,North America,7756.01,0.74,Loyalty Program
CUST_V071B2,Europe,3555.15,0.81,Discount
CUST_Y6I6HK,North America,1559.27,0.79,Loyalty Program
CUST_WO1SY7,Asia,5161.18,0.94,Discount
CUST_NUHHY9,Europe,4567.27,0.75,Loyalty Program
CUST_W7U5WN,Asia,9597.22,0.86,Loyalty Program
CUST_05PJFQ,North America,3883.48,1,Email Campaign
CUST_P1WX8K,North America,2425.88,0.99,Discount
CUST_45VITK,North America,7288.34,0.8,Discount
CUST_IPXHE7,North America,8136.14,0.8,Loyalty Program
CUST_JT66KG,South America,6441.24,0.84,Loyalty Program
CUST_0W1DQY,Europe,4005.39,0.81,Email Campaign
CUST_0E3D9A,South America,5857.17,0.73,Email Campaign
CUST_4GGOFC,Asia,3033.56,0.9,Email Campaign
CUST_O8HR56,South America,2764.22,0.78,Email Campaign
CUST_5KTDQP,Asia,4778.23,0.85,Discount
CUST_JJ01ZD,South America,1680.02,0.9,Email Campaign
CUST_DGLAUY,North America,3215.91,0.73,Email Campaign
CUST_CC0RHF,Asia,9404.63,0.84,Discount
CUST_T91MYC,Europe,4623.6,0.97,Email Campaign
CUST_IDXKWV,South America,5706.9,0.91,Discount
CUST_7A83I3,South America,2565.99,0.91,Email Campaign
CUST_Y5A3SI,Europe,3805.54,0.96,Email Campaign
CUST_CMDOTK,South America,9283.42,0.84,Discount
CUST_2BVGRC,North America,6052.21,0.82,Discount
CUST_QSJLE5,South America,4564.15,0.92,Discount
CUST_9OTQ1K,Europe,8337.5,0.91,Discount
CUST_VV46J6,North America,7192.17,0.98,Discount
CUST_N47EM9,Europe,1600.31,0.98,Loyalty Program
CUST_G3WUCM,South America,7073.22,0.77,Email Campaign
CUST_7XMT0Q,Europe,8768.53,0.76,Loyalty Program
CUST_FHAKM2,North America,8978.38,0.84,Discount
CUST_JH46GV,South America,7826.01,0.83,Loyalty Program
CUST_KCA3OW,Asia,8184.43,0.92,Discount
CUST_PZ7G06,Europe,4205.88,0.72,Discount
CUST_M35LCN,Europe,5630.88,0.95,Email Campaign
CUST_NSGDHJ,Asia,4717.32,0.71,Discount
CUST_SAGZ0Y,Europe,6430.04,0.85,Loyalty Program
CUST_V11BJR,Asia,8778.13,0.92,Discount
CUST_3WYMUK,North America,4855.27,0.84,Discount
CUST_D3LAQ0,North America,9260.58,0.96,Email Campaign
CUST_R789BE,Europe,9542.33,0.96,Loyalty Program
CUST_WFXC05,North America,667.97,0.94,Loyalty Program
CUST_P21S4L,South America,4961.37,0.84,Discount
CUST_70VKD1,South America,9725.68,0.76,Discount
CUST_7VND0B,South America,5644.69,0.97,Discount
CUST_G3BA8I,South America,9437.55,0.95,Email Campaign
CUST_S81CWY,Europe,3188.65,0.73,Email Campaign
CUST_6806GR,North America,8069.16,0.93,Email Campaign
CUST_3U88TQ,Europe,2203.43,0.91,Loyalty Program
CUST_P6TSV6,South America,1622.16,0.86,Email Campaign
CUST_R4HYGD,North America,6639.49,0.83,Email Campaign
CUST_RTT9IK,South America,1479.42,0.97,Discount
CUST_IZ5SF9,South America,1119.44,0.9,Loyalty Program
CUST_6485YU,Asia,1336.06,0.74,Loyalty Program
CUST_DXEBQA,South America,2535.64,0.72,Email Campaign
CUST_XYLMSX,Asia,5297.49,0.94,Email Campaign
CUST_FRBAFR,Europe,5289.83,0.86,Discount
CUST_MBV2DW,Asia,2130.76,0.76,Loyalty Program
CUST_WJKY66,Asia,4652.3,0.76,Discount
CUST_1MVFFQ,Asia,3930.63,0.81,Email Campaign
CUST_L9BZEM,Europe,5734.57,0.71,Discount
CUST_56LHI7,North America,5903.75,0.71,Email Campaign
CUST_2UYE3W,Europe,8763.85,0.74,Loyalty Program
CUST_11Y149,Europe,329.6,0.92,Loyalty Program
CUST_V57R0W,South America,5847.25,0.97,Email Campaign
CUST_QJUM4N,Asia,6664.43,0.73,Loyalty Program
CUST_G9CDLT,South America,4688.18,0.79,Discount
CUST_0NQMR5,Asia,4264.66,0.92,Loyalty Program
CUST_M74BZH,South America,1339.15,0.92,Loyalty Program
CUST_0E4XWX,North America,551.33,0.82,Discount
CUST_509QVM,North America,4230.63,0.77,Loyalty Program
CUST_9D2DDI,Asia,7530.3,0.99,Loyalty Program
CUST_JR6K9H,South America,5594.15,0.85,Discount
CUST_3WTOR9,North America,3029.73,0.83,Email Campaign
CUST_6ZCQ7O,South America,6054.76,0.82,Email Campaign
CUST_GGOKXE,North America,4932.6,0.9,Discount
CUST_I3X4E0,Europe,5888.15,0.83,Discount
CUST_FD52AC,Europe,8884,0.91,Loyalty Program
CUST_VF4PUK,North America,3574.68,0.8,Loyalty Program
CUST_8ZZWBE,North America,232.92,0.93,Email Campaign
CUST_3W6P3O,North America,2247.13,0.77,Loyalty Program
CUST_XGYHDE,North America,3277.09,0.93,Discount
CUST_0RATNP,Europe,6787.26,0.8,Discount
CUST_6F8US6,North America,446.22,0.87,Loyalty Program
CUST_XM3RDL,Asia,7655.06,0.9,Email Campaign
CUST_SEZ2NO,Asia,5560.48,0.92,Email Campaign
CUST_FNT5RI,South America,2089.72,0.99,Loyalty Program
CUST_JUAAGB,Europe,4261.64,0.73,Email Campaign
CUST_FWDNYN,Asia,9222.03,0.79,Loyalty Program
CUST_K922Z6,South America,8356.27,0.83,Loyalty Program
CUST_O1YE2Q,North America,7210.27,0.9,Email Campaign
CUST_9W57Q0,Europe,1260.92,0.73,Loyalty Program
CUST_2HZ2XE,South America,9981.39,0.83,Email Campaign
CUST_HYV6ZX,South America,7863.12,0.88,Email Campaign
CUST_WCHAIT,North America,9521.91,0.83,Loyalty Program
CUST_TS2FNM,Europe,9897.89,0.91,Email Campaign
CUST_9I75B9,South America,334.91,0.8,Email Campaign
CUST_W7V6A6,South America,5959.27,0.98,Loyalty Program
CUST_OBEE8Y,North America,4877.73,0.96,Email Campaign
CUST_XQ0IB2,Europe,4754.41,0.93,Loyalty Program
CUST_JSRB3X,North America,4982.76,0.95,Email Campaign
CUST_WB51BD,North America,656.1,0.95,Loyalty Program
CUST_02I4U0,North America,8063.11,0.73,Discount
CUST_GGCQH2,North America,5031.57,0.92,Email Campaign
CUST_GYL9KK,Europe,5580.7,0.99,Email Campaign
CUST_X79CP9,Europe,3593.78,0.95,Loyalty Program
CUST_EPSZAK,Asia,8018.71,0.92,Email Campaign
CUST_TXPZQC,North America,6432.59,0.95,Discount
CUST_7BZX9D,North America,1392.52,0.9,Email Campaign
CUST_UCP294,North America,3247.66,0.84,Discount
CUST_X3ZXJS,Europe,821.62,0.94,Loyalty Program
CUST_VQ2CRW,South America,9199.73,0.8,Email Campaign
CUST_HBIN32,Asia,7056.74,0.94,Email Campaign
CUST_92NNXF,North America,4279.56,0.93,Discount
CUST_9ZRUVY,South America,3827.16,0.96,Loyalty Program
CUST_O9KA9V,South America,9994.9,0.99,Discount
CUST_XL4LJG,Asia,8949.62,0.88,Discount
CUST_Q0YJMF,South America,771.29,0.9,Email Campaign
CUST_JQI6A6,South America,3103.35,0.88,Discount
CUST_BMUUU0,Europe,5806.96,0.99,Discount
CUST_Z9JZS2,South America,1558.16,0.81,Loyalty Program
CUST_M9UXE5,Europe,9773.02,0.9,Email Campaign
CUST_XHTJAR,North America,7440.13,0.83,Discount
CUST_1K2IT8,South America,3937.73,0.96,Email Campaign
CUST_9VU2XN,South America,433.11,0.74,Discount
CUST_QO3HUI,North America,8753.45,0.88,Discount
CUST_7QT32B,South America,5841.58,0.91,Loyalty Program
CUST_6LM2FY,North America,5608.03,0.92,Email Campaign
CUST_46AW8Y,South America,6782.14,0.87,Discount
CUST_VAKA4D,North America,2355.55,0.78,Discount
CUST_OB4093,South America,4438.9,0.82,Email Campaign
CUST_GUXRNC,Europe,6375.39,0.82,Email Campaign
CUST_WLA9Z0,Asia,392.77,0.89,Loyalty Program
CUST_GW645O,Asia,2808.86,0.85,Email Campaign
CUST_GJ3PTL,Europe,5667.81,0.83,Loyalty Program
CUST_6YYDK4,Asia,2145.2,0.94,Email Campaign
CUST_USDU33,South America,3122.27,0.93,Email Campaign
CUST_UHFACO,South America,3600.43,0.97,Loyalty Program
CUST_4VR5VA,South America,5716.86,0.86,Loyalty Program
CUST_PWZC52,Europe,1257.97,0.82,Email Campaign
CUST_09R6UF,South America,2971.96,0.79,Loyalty Program
CUST_GLXHA2,South America,2928.2,0.93,Email Campaign
CUST_1HL085,South America,7562.6,0.78,Loyalty Program
CUST_ZCEVIZ,South America,1542.01,0.91,Loyalty Program
CUST_J596DU,North America,8590.28,0.73,Discount
CUST_GU7MLV,Europe,6321.29,0.83,Email Campaign
CUST_IOT3HV,Asia,1723.3,0.93,Email Campaign
CUST_A7ISHD,North America,6523.85,0.94,Discount
CUST_NKLXJF,Asia,9916.63,0.74,Email Campaign
CUST_KEYS8V,South America,5426.17,0.75,Loyalty Program
CUST_NLDO91,North America,4108.29,0.9,Email Campaign
CUST_XRQFXE,Europe,417.37,0.87,Email Campaign
CUST_7AMPXU,South America,9279.55,0.9,Loyalty Program
CUST_PKRYSK,Europe,7869.37,0.98,Loyalty Program
CUST_0DLJLP,South America,5347.18,0.75,Email Campaign
CUST_2TAVVU,South America,6957.19,0.73,Loyalty Program
CUST_VHI2H5,South America,5759.91,0.85,Discount
CUST_DVRDI6,South America,2085.88,0.83,Discount
CUST_JIQPV8,South America,3970.57,0.85,Email Campaign
CUST_5TOV1K,North America,4945.14,0.85,Loyalty Program
CUST_ON1IWB,North America,732.19,0.75,Loyalty Program
CUST_0V7UOF,South America,5608.28,0.8,Discount
CUST_R5KG06,North America,6321.44,0.87,Discount
CUST_1IB8Q4,Europe,4500.58,0.9,Discount
CUST_OPB20O,South America,7921.01,0.93,Loyalty Program
CUST_7875ZO,North America,6849.01,0.82,Loyalty Program
CUST_M2TGBS,Asia,5691.53,0.84,Loyalty Program
CUST_RO6W0X,North America,4749.29,0.78,Loyalty Program
CUST_VBE4H0,South America,2266.19,0.78,Discount
CUST_46I7N7,Europe,975.92,0.86,Loyalty Program
CUST_BE63ZI,North America,8957.15,0.97,Email Campaign
CUST_0BBJLU,South America,2395.55,0.85,Loyalty Program
CUST_X0AT2X,Asia,2988.48,0.9,Discount
CUST_YCTJEO,Asia,1212.8,0.74,Loyalty Program
CUST_269TD4,Europe,4054.73,0.75,Email Campaign
CUST_6DQPYI,Asia,8077.75,0.94,Email Campaign
CUST_L5L7FU,South America,5790.89,0.93,Loyalty Program
CUST_ER58D1,South America,7715.25,0.99,Email Campaign
CUST_T89T5O,North America,2325.74,0.81,Loyalty Program
CUST_JPF9TS,North America,2118.78,0.76,Email Campaign
CUST_C0RHRH,South America,3022.25,0.75,Email Campaign
CUST_Q0Q1T5,Asia,4004.5,0.96,Discount
CUST_8XAVFA,South America,8741.44,0.81,Loyalty Program
CUST_PGGGEH,Europe,3918.61,0.71,Loyalty Program
CUST_SRE96Y,North America,3882.49,0.8,Loyalty Program
CUST_CHOCKJ,Asia,191.78,0.95,Loyalty Program
CUST_BDEMHZ,Europe,486.5,0.77,Discount
CUST_EY4VY2,North America,3768.71,0.73,Discount
CUST_JD71K7,Asia,3670.55,0.73,Discount
CUST_5N4ZA0,Europe,8995.91,0.92,Discount
CUST_VJHGRM,North America,9068.43,0.9,Discount
CUST_VKFVLD,South America,2742.29,0.75,Discount
CUST_KQPR5T,North America,937.93,0.71,Loyalty Program
CUST_8YW8HW,Asia,6017.52,0.91,Discount
CUST_APTL7I,Europe,1500.74,0.98,Email Campaign
CUST_4QOPS7,South America,8768.05,0.83,Email Campaign
CUST_NUU5R9,South America,3511.1,0.71,Email Campaign
CUST_U8ER4W,South America,157.4,0.93,Discount
CUST_ZP04FZ,South America,5227.78,0.74,Discount
CUST_CINLY8,North America,5101.58,0.81,Email Campaign
CUST_QZCBSP,North America,1063.31,0.88,Loyalty Program
CUST_ZHRX2L,North America,343.82,0.97,Discount
CUST_C43CC4,Asia,7442.6,0.76,Email Campaign
CUST_L9CAJE,Europe,7974.28,0.84,Discount
CUST_IEZW99,South America,803.03,0.98,Loyalty Program
CUST_17A6AW,Asia,4903.46,0.85,Email Campaign
CUST_RJHKE6,Europe,9522.32,0.74,Discount
CUST_7S1I7F,Asia,7191.3,0.89,Discount
CUST_YTHB17,South America,9276,0.81,Email Campaign
CUST_BDUXEE,North America,3498.84,0.79,Discount
CUST_KQJRO3,South America,7952.56,0.78,Loyalty Program
CUST_DON9EN,Asia,5439.92,0.96,Discount
CUST_DZVPK3,South America,5925.42,0.71,Loyalty Program
CUST_KEABPV,North America,7649.28,0.84,Discount
CUST_YDYNVO,North America,8037.14,0.71,Email Campaign
CUST_35D94K,North America,4545.96,0.94,Email Campaign
CUST_PJDKQM,Europe,9316.77,0.72,Loyalty Program
CUST_S9E93H,North America,8094.14,0.91,Email Campaign
CUST_SQJU6R,North America,4037.35,0.81,Discount
CUST_BHYNGB,South America,1655.3,0.81,Email Campaign
CUST_OKMVBM,Europe,6335.03,0.85,Loyalty Program
CUST_T96E4A,South America,351.46,0.73,Discount
CUST_1ZWIWT,Europe,4516.16,0.9,Loyalty Program
CUST_4TQZ0F,South America,9491.49,0.74,Discount
CUST_UPQLVB,South America,4384.02,0.88,Discount
CUST_TOPO2R,North America,4306.16,0.99,Discount
CUST_78MYB1,North America,1394.97,0.81,Discount
CUST_9KMBKQ,Asia,2780.01,0.78,Discount
CUST_I5WNF9,Europe,5878.98,0.83,Discount
CUST_LZF8CT,South America,3631.61,0.9,Email Campaign
CUST_2DM8JS,South America,8086.66,0.84,Discount
CUST_QBCQ66,South America,163.85,0.82,Email Campaign
CUST_0EP3HO,South America,5224.99,0.85,Discount
CUST_PRH5DJ,North America,3267.35,0.9,Loyalty Program
